0,1,0,0,0,0,1,1193012,1193583,40,2-98	0
40	3130
80	3230
20	3331
40	3431
0	3531
-666	3632
0,0,1,1,0,0,1,12863,13120,80,40,0,49
0,0,1,1,0,0,1,13469,13752,80,40,0,49
0,0,1,1,0,0,1,14106,14363,80,40,0,49
0,0,1,1,0,0,1,14742,15002,80,40,0,49
0,0,1,1,0,0,1,15412,15725,80,40,0,49
0,0,1,1,0,0,1,16268,16794,80,40,0,49
0,0,1,1,0,0,1,49924,50366,80,40,0,49
0,0,1,1,0,0,1,50843,51236,80,40,0,49
0,0,1,1,0,0,1,51466,51695,80,40,0,49
0,0,1,1,0,0,1,57544,57911,80,40,0,49
0,0,1,1,0,0,1,58271,58587,80,40,0,49
0,0,1,1,0,0,1,58939,59189,80,40,0,49
